nleaves	celltype	comp
3	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
3	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
2	Lamp5	mouse.marmoset
3	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
2	Lamp5	mouse.marmoset
3	Lamp5	mouse.marmoset
3	Lamp5	mouse.marmoset
2	Lamp5	mouse.marmoset
3	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
3	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
3	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
2	Lamp5	mouse.marmoset
3	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
3	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
1	Lamp5	mouse.marmoset
6	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
2	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
5	Lamp5	mouse.marmoset
4	Lamp5	mouse.marmoset
10	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
13	Pvalb	mouse.marmoset
14	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
7	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
15	Pvalb	mouse.marmoset
14	Pvalb	mouse.marmoset
6	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
13	Pvalb	mouse.marmoset
7	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
13	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
13	Pvalb	mouse.marmoset
6	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
13	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
17	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
6	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
6	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
14	Pvalb	mouse.marmoset
7	Pvalb	mouse.marmoset
6	Pvalb	mouse.marmoset
13	Pvalb	mouse.marmoset
7	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
17	Pvalb	mouse.marmoset
13	Pvalb	mouse.marmoset
14	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
16	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
7	Pvalb	mouse.marmoset
13	Pvalb	mouse.marmoset
14	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
15	Pvalb	mouse.marmoset
14	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
13	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
8	Pvalb	mouse.marmoset
16	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
10	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
11	Pvalb	mouse.marmoset
12	Pvalb	mouse.marmoset
9	Pvalb	mouse.marmoset
3	Sncg	mouse.marmoset
4	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
5	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
0	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
0	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
6	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
4	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
5	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
5	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
4	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
5	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
4	Sncg	mouse.marmoset
4	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
5	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
-1	Sncg	mouse.marmoset
5	Sncg	mouse.marmoset
4	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
5	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
0	Sncg	mouse.marmoset
3	Sncg	mouse.marmoset
0	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
1	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
4	Sncg	mouse.marmoset
2	Sncg	mouse.marmoset
10	Sst	mouse.marmoset
8	Sst	mouse.marmoset
6	Sst	mouse.marmoset
11	Sst	mouse.marmoset
12	Sst	mouse.marmoset
10	Sst	mouse.marmoset
11	Sst	mouse.marmoset
11	Sst	mouse.marmoset
10	Sst	mouse.marmoset
12	Sst	mouse.marmoset
12	Sst	mouse.marmoset
10	Sst	mouse.marmoset
7	Sst	mouse.marmoset
8	Sst	mouse.marmoset
9	Sst	mouse.marmoset
12	Sst	mouse.marmoset
8	Sst	mouse.marmoset
10	Sst	mouse.marmoset
11	Sst	mouse.marmoset
8	Sst	mouse.marmoset
9	Sst	mouse.marmoset
10	Sst	mouse.marmoset
10	Sst	mouse.marmoset
9	Sst	mouse.marmoset
10	Sst	mouse.marmoset
10	Sst	mouse.marmoset
12	Sst	mouse.marmoset
10	Sst	mouse.marmoset
9	Sst	mouse.marmoset
9	Sst	mouse.marmoset
7	Sst	mouse.marmoset
10	Sst	mouse.marmoset
12	Sst	mouse.marmoset
10	Sst	mouse.marmoset
11	Sst	mouse.marmoset
6	Sst	mouse.marmoset
8	Sst	mouse.marmoset
9	Sst	mouse.marmoset
8	Sst	mouse.marmoset
9	Sst	mouse.marmoset
9	Sst	mouse.marmoset
7	Sst	mouse.marmoset
6	Sst	mouse.marmoset
8	Sst	mouse.marmoset
9	Sst	mouse.marmoset
11	Sst	mouse.marmoset
10	Sst	mouse.marmoset
12	Sst	mouse.marmoset
11	Sst	mouse.marmoset
11	Sst	mouse.marmoset
8	Sst	mouse.marmoset
13	Sst	mouse.marmoset
7	Sst	mouse.marmoset
9	Sst	mouse.marmoset
9	Sst	mouse.marmoset
7	Sst	mouse.marmoset
7	Sst	mouse.marmoset
8	Sst	mouse.marmoset
11	Sst	mouse.marmoset
11	Sst	mouse.marmoset
12	Sst	mouse.marmoset
12	Sst	mouse.marmoset
8	Sst	mouse.marmoset
10	Sst	mouse.marmoset
7	Sst	mouse.marmoset
7	Sst	mouse.marmoset
9	Sst	mouse.marmoset
9	Sst	mouse.marmoset
9	Sst	mouse.marmoset
9	Sst	mouse.marmoset
11	Sst	mouse.marmoset
9	Sst	mouse.marmoset
10	Sst	mouse.marmoset
11	Sst	mouse.marmoset
9	Sst	mouse.marmoset
9	Sst	mouse.marmoset
11	Sst	mouse.marmoset
10	Sst	mouse.marmoset
9	Sst	mouse.marmoset
10	Sst	mouse.marmoset
9	Sst	mouse.marmoset
7	Sst	mouse.marmoset
8	Sst	mouse.marmoset
7	Sst	mouse.marmoset
10	Sst	mouse.marmoset
12	Sst	mouse.marmoset
9	Sst	mouse.marmoset
11	Sst	mouse.marmoset
8	Sst	mouse.marmoset
9	Sst	mouse.marmoset
11	Sst	mouse.marmoset
10	Sst	mouse.marmoset
11	Sst	mouse.marmoset
8	Sst	mouse.marmoset
13	Sst	mouse.marmoset
9	Sst	mouse.marmoset
9	Sst	mouse.marmoset
9	Sst	mouse.marmoset
12	Sst	mouse.marmoset
10	Sst	mouse.marmoset
10	Vip	mouse.marmoset
4	Vip	mouse.marmoset
13	Vip	mouse.marmoset
10	Vip	mouse.marmoset
18	Vip	mouse.marmoset
11	Vip	mouse.marmoset
17	Vip	mouse.marmoset
13	Vip	mouse.marmoset
11	Vip	mouse.marmoset
22	Vip	mouse.marmoset
12	Vip	mouse.marmoset
8	Vip	mouse.marmoset
10	Vip	mouse.marmoset
13	Vip	mouse.marmoset
14	Vip	mouse.marmoset
12	Vip	mouse.marmoset
23	Vip	mouse.marmoset
12	Vip	mouse.marmoset
12	Vip	mouse.marmoset
21	Vip	mouse.marmoset
15	Vip	mouse.marmoset
12	Vip	mouse.marmoset
17	Vip	mouse.marmoset
11	Vip	mouse.marmoset
13	Vip	mouse.marmoset
13	Vip	mouse.marmoset
12	Vip	mouse.marmoset
17	Vip	mouse.marmoset
13	Vip	mouse.marmoset
21	Vip	mouse.marmoset
16	Vip	mouse.marmoset
15	Vip	mouse.marmoset
21	Vip	mouse.marmoset
4	Vip	mouse.marmoset
13	Vip	mouse.marmoset
13	Vip	mouse.marmoset
15	Vip	mouse.marmoset
10	Vip	mouse.marmoset
14	Vip	mouse.marmoset
11	Vip	mouse.marmoset
6	Vip	mouse.marmoset
12	Vip	mouse.marmoset
17	Vip	mouse.marmoset
16	Vip	mouse.marmoset
8	Vip	mouse.marmoset
16	Vip	mouse.marmoset
13	Vip	mouse.marmoset
14	Vip	mouse.marmoset
16	Vip	mouse.marmoset
20	Vip	mouse.marmoset
10	Vip	mouse.marmoset
8	Vip	mouse.marmoset
16	Vip	mouse.marmoset
17	Vip	mouse.marmoset
16	Vip	mouse.marmoset
8	Vip	mouse.marmoset
14	Vip	mouse.marmoset
11	Vip	mouse.marmoset
15	Vip	mouse.marmoset
10	Vip	mouse.marmoset
18	Vip	mouse.marmoset
9	Vip	mouse.marmoset
14	Vip	mouse.marmoset
10	Vip	mouse.marmoset
18	Vip	mouse.marmoset
8	Vip	mouse.marmoset
10	Vip	mouse.marmoset
9	Vip	mouse.marmoset
17	Vip	mouse.marmoset
16	Vip	mouse.marmoset
13	Vip	mouse.marmoset
17	Vip	mouse.marmoset
7	Vip	mouse.marmoset
6	Vip	mouse.marmoset
16	Vip	mouse.marmoset
17	Vip	mouse.marmoset
11	Vip	mouse.marmoset
14	Vip	mouse.marmoset
13	Vip	mouse.marmoset
14	Vip	mouse.marmoset
10	Vip	mouse.marmoset
13	Vip	mouse.marmoset
10	Vip	mouse.marmoset
17	Vip	mouse.marmoset
13	Vip	mouse.marmoset
18	Vip	mouse.marmoset
16	Vip	mouse.marmoset
20	Vip	mouse.marmoset
15	Vip	mouse.marmoset
16	Vip	mouse.marmoset
11	Vip	mouse.marmoset
13	Vip	mouse.marmoset
6	Vip	mouse.marmoset
18	Vip	mouse.marmoset
16	Vip	mouse.marmoset
18	Vip	mouse.marmoset
18	Vip	mouse.marmoset
10	Vip	mouse.marmoset
10	Vip	mouse.marmoset
19	Vip	mouse.marmoset
